oopsla2017项目,,,,,,,,
seq,project,file path,file name,line number,modified java files,git command, commit link,
179,elastic/elasticsearch,sql/server/src/main/java/org/elasticsearch/xpack/sql/plugin/RestSqlJdbcAction.java,RestSqlJdbcAction.java,L189-L189,25,git diff 5c6e5c1cb502869585be1f02813625766934feca 773cdf0f9f8166e1609ca9fd64a866f39384652d sql/server/src/main/java/org/elasticsearch/xpack/sql/plugin/RestSqlJdbcAction.java,https://github.com/elastic/elasticsearch/commit/773cdf0f9f8166e1609ca9fd64a866f39384652d,
180,elastic/elasticsearch,core/src/test/java/org/elasticsearch/transport/RemoteClusterConnectionTests.java,RemoteClusterConnectionTests.java,L380-L383,129,git diff f2eaacb9b6ac242a8a80ff713b3fd2b8ef742f6b 69bc97d73f8980253591551ed41efb61a24a7f1c core/src/test/java/org/elasticsearch/transport/RemoteClusterConnectionTests.java,https://github.com/elastic/elasticsearch/commit/69bc97d73f8980253591551ed41efb61a24a7f1c,
181,elastic/elasticsearch,core/src/test/java/org/elasticsearch/transport/RemoteClusterConnectionTests.java,RemoteClusterConnectionTests.java,L384-L387,129,git diff f2eaacb9b6ac242a8a80ff713b3fd2b8ef742f6b 69bc97d73f8980253591551ed41efb61a24a7f1c core/src/test/java/org/elasticsearch/transport/RemoteClusterConnectionTests.java,https://github.com/elastic/elasticsearch/commit/69bc97d73f8980253591551ed41efb61a24a7f1c,
182,elastic/elasticsearch,core/src/test/java/org/elasticsearch/transport/RemoteClusterServiceTests.java,RemoteClusterServiceTests.java,L150-L150,129,git diff f2eaacb9b6ac242a8a80ff713b3fd2b8ef742f6b 69bc97d73f8980253591551ed41efb61a24a7f1c core/src/test/java/org/elasticsearch/transport/RemoteClusterServiceTests.java,https://github.com/elastic/elasticsearch/commit/69bc97d73f8980253591551ed41efb61a24a7f1c,
183,elastic/elasticsearch,test/framework/src/test/java/org/elasticsearch/transport/nio/channel/NioServerSocketChannelTests.java,NioServerSocketChannelTests.java,L51-L51,129,git diff f2eaacb9b6ac242a8a80ff713b3fd2b8ef742f6b 69bc97d73f8980253591551ed41efb61a24a7f1c test/framework/src/test/java/org/elasticsearch/transport/nio/channel/NioServerSocketChannelTests.java,https://github.com/elastic/elasticsearch/commit/69bc97d73f8980253591551ed41efb61a24a7f1c,
184,elastic/elasticsearch,core/src/main/java/org/elasticsearch/snapshots/SnapshotShardsService.java,SnapshotShardsService.java,L525-L526,80,git diff c1e22572b3a875a8c6b1d501ac87bc78964c0ed9 58591f2d169c5f09e7e5673411f1500bbbbb440e core/src/main/java/org/elasticsearch/snapshots/SnapshotShardsService.java,https://github.com/elastic/elasticsearch/commit/58591f2d169c5f09e7e5673411f1500bbbbb440e,
185,elastic/elasticsearch,core/src/main/java/org/elasticsearch/snapshots/SnapshotShardsService.java,SnapshotShardsService.java,L525-L526,80,git diff c1e22572b3a875a8c6b1d501ac87bc78964c0ed9 58591f2d169c5f09e7e5673411f1500bbbbb440e core/src/main/java/org/elasticsearch/snapshots/SnapshotShardsService.java,https://github.com/elastic/elasticsearch/commit/58591f2d169c5f09e7e5673411f1500bbbbb440e,
186,elastic/elasticsearch,test/framework/src/test/java/org/elasticsearch/transport/nio/channel/NioServerSocketChannelTests.java,NioServerSocketChannelTests.java,L68-L71,80,git diff c1e22572b3a875a8c6b1d501ac87bc78964c0ed9 58591f2d169c5f09e7e5673411f1500bbbbb440e test/framework/src/test/java/org/elasticsearch/transport/nio/channel/NioServerSocketChannelTests.java,https://github.com/elastic/elasticsearch/commit/58591f2d169c5f09e7e5673411f1500bbbbb440e,
187,elastic/elasticsearch,test/framework/src/test/java/org/elasticsearch/transport/nio/channel/NioServerSocketChannelTests.java,NioServerSocketChannelTests.java,L72-L72,80,git diff c1e22572b3a875a8c6b1d501ac87bc78964c0ed9 58591f2d169c5f09e7e5673411f1500bbbbb440e test/framework/src/test/java/org/elasticsearch/transport/nio/channel/NioServerSocketChannelTests.java,https://github.com/elastic/elasticsearch/commit/58591f2d169c5f09e7e5673411f1500bbbbb440e,
188,elastic/elasticsearch,test/framework/src/test/java/org/elasticsearch/transport/nio/channel/NioSocketChannelTests.java,NioSocketChannelTests.java,L77-L80,80,git diff c1e22572b3a875a8c6b1d501ac87bc78964c0ed9 58591f2d169c5f09e7e5673411f1500bbbbb440e test/framework/src/test/java/org/elasticsearch/transport/nio/channel/NioSocketChannelTests.java,https://github.com/elastic/elasticsearch/commit/58591f2d169c5f09e7e5673411f1500bbbbb440e,
189,elastic/elasticsearch,test/framework/src/test/java/org/elasticsearch/transport/nio/channel/NioSocketChannelTests.java,NioSocketChannelTests.java,L81-L81,80,git diff c1e22572b3a875a8c6b1d501ac87bc78964c0ed9 58591f2d169c5f09e7e5673411f1500bbbbb440e test/framework/src/test/java/org/elasticsearch/transport/nio/channel/NioSocketChannelTests.java,https://github.com/elastic/elasticsearch/commit/58591f2d169c5f09e7e5673411f1500bbbbb440e,
190,elastic/elasticsearch,core/src/main/java/org/elasticsearch/transport/TcpTransport.java,TcpTransport.java,L576-L590,66,git diff 234e160508fd018fecf10c5aa174c24e5c87319e c1e22572b3a875a8c6b1d501ac87bc78964c0ed9 core/src/main/java/org/elasticsearch/transport/TcpTransport.java,https://github.com/elastic/elasticsearch/commit/c1e22572b3a875a8c6b1d501ac87bc78964c0ed9,
191,elastic/elasticsearch,sql/jdbc/src/main/java/org/elasticsearch/xpack/sql/jdbc/net/client/JdbcHttpClient.java,JdbcHttpClient.java,L69-L69,10,git diff 94d0a2d1eee598442bc7fad86606a5fcf5bc0356 89e80e0cba3c223c94bd5bf8ea9f49af7c2d1756 sql/jdbc/src/main/java/org/elasticsearch/xpack/sql/jdbc/net/client/JdbcHttpClient.java,https://github.com/elastic/elasticsearch/commit/89e80e0cba3c223c94bd5bf8ea9f49af7c2d1756,
192,elastic/elasticsearch,sql/jdbc/src/main/java/org/elasticsearch/xpack/sql/jdbc/net/client/JdbcHttpClient.java,JdbcHttpClient.java,L70-L70,10,git diff 94d0a2d1eee598442bc7fad86606a5fcf5bc0356 89e80e0cba3c223c94bd5bf8ea9f49af7c2d1756 sql/jdbc/src/main/java/org/elasticsearch/xpack/sql/jdbc/net/client/JdbcHttpClient.java,https://github.com/elastic/elasticsearch/commit/89e80e0cba3c223c94bd5bf8ea9f49af7c2d1756,
193,elastic/elasticsearch,sql/jdbc/src/main/java/org/elasticsearch/xpack/sql/jdbc/net/client/JdbcHttpClient.java,JdbcHttpClient.java,L80-L80,10,git diff 94d0a2d1eee598442bc7fad86606a5fcf5bc0356 89e80e0cba3c223c94bd5bf8ea9f49af7c2d1756 sql/jdbc/src/main/java/org/elasticsearch/xpack/sql/jdbc/net/client/JdbcHttpClient.java,https://github.com/elastic/elasticsearch/commit/89e80e0cba3c223c94bd5bf8ea9f49af7c2d1756,
194,elastic/elasticsearch,sql/jdbc/src/main/java/org/elasticsearch/xpack/sql/jdbc/net/client/JdbcHttpClient.java,JdbcHttpClient.java,L81-L81,10,git diff 94d0a2d1eee598442bc7fad86606a5fcf5bc0356 89e80e0cba3c223c94bd5bf8ea9f49af7c2d1756 sql/jdbc/src/main/java/org/elasticsearch/xpack/sql/jdbc/net/client/JdbcHttpClient.java,https://github.com/elastic/elasticsearch/commit/89e80e0cba3c223c94bd5bf8ea9f49af7c2d1756,
195,elastic/elasticsearch,sql/jdbc/src/main/java/org/elasticsearch/xpack/sql/jdbc/net/client/JdbcHttpClient.java,JdbcHttpClient.java,L93-L93,10,git diff 94d0a2d1eee598442bc7fad86606a5fcf5bc0356 89e80e0cba3c223c94bd5bf8ea9f49af7c2d1756 sql/jdbc/src/main/java/org/elasticsearch/xpack/sql/jdbc/net/client/JdbcHttpClient.java,https://github.com/elastic/elasticsearch/commit/89e80e0cba3c223c94bd5bf8ea9f49af7c2d1756,
196,elastic/elasticsearch,sql/jdbc/src/main/java/org/elasticsearch/xpack/sql/jdbc/net/client/JdbcHttpClient.java,JdbcHttpClient.java,L94-L94,10,git diff 94d0a2d1eee598442bc7fad86606a5fcf5bc0356 89e80e0cba3c223c94bd5bf8ea9f49af7c2d1756 sql/jdbc/src/main/java/org/elasticsearch/xpack/sql/jdbc/net/client/JdbcHttpClient.java,https://github.com/elastic/elasticsearch/commit/89e80e0cba3c223c94bd5bf8ea9f49af7c2d1756,
197,elastic/elasticsearch,sql/jdbc/src/main/java/org/elasticsearch/xpack/sql/jdbc/net/client/JdbcHttpClient.java,JdbcHttpClient.java,L99-L99,10,git diff 94d0a2d1eee598442bc7fad86606a5fcf5bc0356 89e80e0cba3c223c94bd5bf8ea9f49af7c2d1756 sql/jdbc/src/main/java/org/elasticsearch/xpack/sql/jdbc/net/client/JdbcHttpClient.java,https://github.com/elastic/elasticsearch/commit/89e80e0cba3c223c94bd5bf8ea9f49af7c2d1756,
198,elastic/elasticsearch,sql/jdbc/src/main/java/org/elasticsearch/xpack/sql/jdbc/net/client/JdbcHttpClient.java,JdbcHttpClient.java,L100-L100,10,git diff 94d0a2d1eee598442bc7fad86606a5fcf5bc0356 89e80e0cba3c223c94bd5bf8ea9f49af7c2d1756 sql/jdbc/src/main/java/org/elasticsearch/xpack/sql/jdbc/net/client/JdbcHttpClient.java,https://github.com/elastic/elasticsearch/commit/89e80e0cba3c223c94bd5bf8ea9f49af7c2d1756,
199,elastic/elasticsearch,sql/jdbc/src/main/java/org/elasticsearch/xpack/sql/jdbc/net/client/JdbcHttpClient.java,JdbcHttpClient.java,L105-L105,10,git diff 94d0a2d1eee598442bc7fad86606a5fcf5bc0356 89e80e0cba3c223c94bd5bf8ea9f49af7c2d1756 sql/jdbc/src/main/java/org/elasticsearch/xpack/sql/jdbc/net/client/JdbcHttpClient.java,https://github.com/elastic/elasticsearch/commit/89e80e0cba3c223c94bd5bf8ea9f49af7c2d1756,
200,elastic/elasticsearch,sql/jdbc/src/main/java/org/elasticsearch/xpack/sql/jdbc/net/client/JdbcHttpClient.java,JdbcHttpClient.java,L106-L106,10,git diff 94d0a2d1eee598442bc7fad86606a5fcf5bc0356 89e80e0cba3c223c94bd5bf8ea9f49af7c2d1756 sql/jdbc/src/main/java/org/elasticsearch/xpack/sql/jdbc/net/client/JdbcHttpClient.java,https://github.com/elastic/elasticsearch/commit/89e80e0cba3c223c94bd5bf8ea9f49af7c2d1756,
201,elastic/elasticsearch,modules/percolator/src/main/java/org/elasticsearch/percolator/QueryAnalyzer.java,QueryAnalyzer.java,L239-L247,70,git diff 2032881269a024fc76b06b6e60f03e310f70f74b ba0b7079f962a97624a093f3d216b7bf13c2aa67 modules/percolator/src/main/java/org/elasticsearch/percolator/QueryAnalyzer.java,https://github.com/elastic/elasticsearch/commit/ba0b7079f962a97624a093f3d216b7bf13c2aa67,
202,elastic/elasticsearch,core/src/main/java/org/elasticsearch/transport/TcpTransport.java,TcpTransport.java,L911-L912,22,git diff 7c1bcfc4d5696ba077b46a3514e5a54c1a57940f 8a3540c366b3f2da0d8f7991dabc82b8bed720e1 core/src/main/java/org/elasticsearch/transport/TcpTransport.java,https://github.com/elastic/elasticsearch/commit/8a3540c366b3f2da0d8f7991dabc82b8bed720e1,
203,JetBrains/intellij-plugins,AngularJS/src/org/angularjs/cli/AngularCliSchematicsRegistryServiceImpl.java,AngularCliSchematicsRegistryServiceImpl.java,L77-L77,3,git diff 6a0defc5adbba9ec4464e248e15e21b4e029b482 344364b3e1ccdb2804bca3d018d7fbe16e2c85eb AngularJS/src/org/angularjs/cli/AngularCliSchematicsRegistryServiceImpl.java,https://github.com/JetBrains/intellij-plugins/commit/344364b3e1ccdb2804bca3d018d7fbe16e2c85eb,无关
204,JetBrains/intellij-plugins,AngularJS/src/org/angularjs/cli/AngularCliSchematicsRegistryServiceImpl.java,AngularCliSchematicsRegistryServiceImpl.java,L77-L77,3,git diff 6a0defc5adbba9ec4464e248e15e21b4e029b482 344364b3e1ccdb2804bca3d018d7fbe16e2c85eb AngularJS/src/org/angularjs/cli/AngularCliSchematicsRegistryServiceImpl.java,https://github.com/JetBrains/intellij-plugins/commit/344364b3e1ccdb2804bca3d018d7fbe16e2c85eb,无关
205,JetBrains/intellij-plugins,Dart/src/com/jetbrains/lang/dart/DartProjectComponent.java,DartProjectComponent.java,L327-L327,4,git diff a5d53c59306037804ef47a982e85001011c9a5a4 c1fe59570fca028bebe931e66358d7d28f911618 Dart/src/com/jetbrains/lang/dart/DartProjectComponent.java,https://github.com/JetBrains/intellij-plugins/commit/c1fe59570fca028bebe931e66358d7d28f911618,无关
206,neo4j/neo4j,community/kernel/src/main/java/org/neo4j/kernel/impl/transaction/log/files/TransactionLogFile.java,TransactionLogFile.java,L130-L130,40,git diff 0c5c6bde5ab3efda5beff6625860c283361b0777 055cb03fb38784e93201a52911ccdc29a99f07b1 community/kernel/src/main/java/org/neo4j/kernel/impl/transaction/log/files/TransactionLogFile.java,https://github.com/neo4j/neo4j/commit/055cb03fb38784e93201a52911ccdc29a99f07b1,
207,neo4j/neo4j,community/community-it/it-test-support/src/main/java/org/neo4j/snapshot/TestTransactionVersionContextSupplier.java,TestTransactionVersionContextSupplier.java,L34-L34,5,git diff 5b9042b1d7c7575ccb75b173b2ca65223a7e3db2 926e5d42d8879f7cb9275cf65dfb3ba674b0bd14 community/community-it/it-test-support/src/main/java/org/neo4j/snapshot/TestTransactionVersionContextSupplier.java,https://github.com/neo4j/neo4j/commit/926e5d42d8879f7cb9275cf65dfb3ba674b0bd14,无关
208,neo4j/neo4j,community/kernel/src/main/java/org/neo4j/kernel/recovery/Recovery.java,Recovery.java,L347-L348,122,git diff 58710409c4411ca1a399b8ebc2c9d8184db8abd4 9f7610542bc08c723c438b33c901d412cc47d601 community/kernel/src/main/java/org/neo4j/kernel/recovery/Recovery.java,https://github.com/neo4j/neo4j/commit/9f7610542bc08c723c438b33c901d412cc47d601,
209,neo4j/neo4j,community/neo4j/src/main/java/org/neo4j/graphdb/factory/module/edition/CommunityEditionModule.java,CommunityEditionModule.java,L178-L178,122,git diff 58710409c4411ca1a399b8ebc2c9d8184db8abd4 9f7610542bc08c723c438b33c901d412cc47d601 community/neo4j/src/main/java/org/neo4j/graphdb/factory/module/edition/CommunityEditionModule.java,https://github.com/neo4j/neo4j/commit/9f7610542bc08c723c438b33c901d412cc47d601,
210,neo4j/neo4j,community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/DeprecationAcceptanceTest.java,DeprecationAcceptanceTest.java,L65-L71,4,git diff ff9f572045a890616c7ad1650fde5dba63a26563 ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6 community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/DeprecationAcceptanceTest.java,https://github.com/neo4j/neo4j/commit/ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6,无关
211,neo4j/neo4j,community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/DeprecationAcceptanceTest.java,DeprecationAcceptanceTest.java,L79-L82,4,git diff ff9f572045a890616c7ad1650fde5dba63a26563 ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6 community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/DeprecationAcceptanceTest.java,https://github.com/neo4j/neo4j/commit/ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6,无关
212,neo4j/neo4j,community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,NotificationAcceptanceTest.java,L55-L61,4,git diff ff9f572045a890616c7ad1650fde5dba63a26563 ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6 community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,https://github.com/neo4j/neo4j/commit/ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6,无关
213,neo4j/neo4j,community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,NotificationAcceptanceTest.java,L68-L74,4,git diff ff9f572045a890616c7ad1650fde5dba63a26563 ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6 community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,https://github.com/neo4j/neo4j/commit/ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6,无关
214,neo4j/neo4j,community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,NotificationAcceptanceTest.java,L90-L90,4,git diff ff9f572045a890616c7ad1650fde5dba63a26563 ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6 community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,https://github.com/neo4j/neo4j/commit/ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6,无关
215,neo4j/neo4j,community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,NotificationAcceptanceTest.java,L96-L101,4,git diff ff9f572045a890616c7ad1650fde5dba63a26563 ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6 community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,https://github.com/neo4j/neo4j/commit/ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6,无关
216,neo4j/neo4j,community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,NotificationAcceptanceTest.java,L120-L121,4,git diff ff9f572045a890616c7ad1650fde5dba63a26563 ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6 community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,https://github.com/neo4j/neo4j/commit/ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6,无关
217,neo4j/neo4j,community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,NotificationAcceptanceTest.java,L130-L135,4,git diff ff9f572045a890616c7ad1650fde5dba63a26563 ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6 community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,https://github.com/neo4j/neo4j/commit/ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6,无关
218,neo4j/neo4j,community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,NotificationAcceptanceTest.java,L142-L142,4,git diff ff9f572045a890616c7ad1650fde5dba63a26563 ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6 community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,https://github.com/neo4j/neo4j/commit/ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6,无关
219,neo4j/neo4j,community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,NotificationAcceptanceTest.java,L177-L184,4,git diff ff9f572045a890616c7ad1650fde5dba63a26563 ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6 community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,https://github.com/neo4j/neo4j/commit/ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6,无关
220,neo4j/neo4j,community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,NotificationAcceptanceTest.java,L190-L191,4,git diff ff9f572045a890616c7ad1650fde5dba63a26563 ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6 community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,https://github.com/neo4j/neo4j/commit/ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6,无关
221,neo4j/neo4j,community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,NotificationAcceptanceTest.java,L197-L199,4,git diff ff9f572045a890616c7ad1650fde5dba63a26563 ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6 community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,https://github.com/neo4j/neo4j/commit/ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6,无关
